ticket_id,customer_id,created_at,issue_type,subject,message,reported_severity,customer_mood,times_contacted_about_this
TICK-00173,CUST-0170,2026-06-21 00:50,data_export_failure,Cannot download report,This is now the third time I am writing. The export button spins for a while and then nothing happens. We expect a reply today.,Critical,angry,3
TICK-00174,CUST-0043,2026-05-10 06:50,account_lockout,Too many attempts message,This is now the third time I am writing. We are stuck on a lockout screen and the timer never clears. We expect a reply today.,High,angry,2
TICK-00175,CUST-0047,2026-07-22 13:50,notification_failure,Alerts stopped,"Following up on this, We used to get a notification for every new entry and they have gone quiet. This is holding us up.",Low,annoyed,4
TICK-00176,CUST-0046,2026-03-03 10:50,slow_performance,Slow since the update,"Hello, Everything has been sluggish since the change you made last week. Thanks for your help.",Medium,calm,2
TICK-00177,CUST-0124,2026-03-22 19:50,feature_request,Dark mode request,"Good morning, Any chance of a dark theme, we work late most evenings. Thanks for your help.",Low,calm,1
TICK-00178,CUST-0191,2026-03-28 11:50,feature_request,Feature suggestion,"Good morning, It would help if we could sort the table by date. No rush, whenever you get a chance.",High,calm,2
TICK-00179,CUST-0175,2026-03-02 22:50,billing_error,Charged the wrong amount,"Hi there, The invoice does not match the plan we are on. Many thanks.",Low,calm,1
TICK-00180,CUST-0180,2026-07-28 06:50,password_reset,New password not accepted,"Good morning, I changed my password and now the new one is rejected. Many thanks.",Low,calm,1
TICK-00181,CUST-0017,2026-02-18 04:50,account_lockout,Account suspended without warning,"Following up on this, We logged in this morning and the account is disabled. This is holding us up.",Medium,annoyed,1
TICK-00182,CUST-0131,2026-07-16 09:50,slow_performance,Slow since the update,"Hello, Everything has been sluggish since the change you made last week. Thanks for your help.",Medium,calm,1
TICK-00183,CUST-0186,2026-06-09 15:50,how_to_question,Question about permissions,"Hi, How do I give a colleague access without making them an admin. This is holding us up.",Low,annoyed,2
TICK-00184,CUST-0088,2026-03-16 21:50,password_reset,New password not accepted,This is unacceptable. I changed my password and now the new one is rejected. We expect a reply today.,Medium,angry,1
TICK-00185,CUST-0124,2026-04-29 06:50,payment_failure,Card declined for everyone,"Following up on this, Every transaction today has been rejected, including test cards. Please could someone look at this.",Medium,annoyed,2
TICK-00186,CUST-0122,2026-06-07 21:50,api_failure,Authentication failing on API,"Hi, Our key worked yesterday and is now rejected on every call. Hoping for a quick reply.",Critical,annoyed,2
TICK-00187,CUST-0021,2026-04-10 08:50,dashboard_bug,Chart will not load,"Hi, One panel stays blank no matter how many times I refresh. Hoping for a quick reply.",Low,annoyed,1
TICK-00188,CUST-0033,2026-06-16 09:50,compliance_request,Retention policy question,"Hi there, We need written confirmation of how long you keep our deleted records. No rush, whenever you get a chance.",High,calm,1
TICK-00189,CUST-0067,2026-02-25 19:50,login_failure,Sign in loop,"Hi there, It accepts my password then sends me straight back to the login screen. Thanks for your help.",Medium,calm,1
TICK-00190,CUST-0176,2026-06-26 06:50,data_export_failure,Cannot download report,"Hi there, The export button spins for a while and then nothing happens. Thanks for your help.",Low,calm,1
TICK-00191,CUST-0144,2026-07-13 04:50,how_to_question,How do I do this,"Hi there, I cannot work out where to change the account settings. No rush, whenever you get a chance.",Low,calm,1
TICK-00192,CUST-0090,2026-05-09 21:50,how_to_question,Where do I find my invoices,"Good morning, I have looked in settings and cannot see a billing history anywhere. Thanks for your help.",Low,calm,1
TICK-00193,CUST-0162,2026-03-29 21:50,password_reset,Reset email not arriving,"Following up on this, I have requested a new password four times and nothing comes through. This is holding us up.",Medium,annoyed,1
TICK-00194,CUST-0114,2026-06-13 06:50,feature_request,Request for bulk actions,"Hello again, Being able to select several rows at once would save us a lot of time. Please could someone look at this.",Low,annoyed,2
TICK-00195,CUST-0025,2026-05-17 10:50,compliance_request,Retention policy question,"Hi, We need written confirmation of how long you keep our deleted records. Please could someone look at this.",Critical,annoyed,2
TICK-00196,CUST-0044,2026-03-16 04:50,data_loss,Missing data after sync,"Following up on this, Half our project list vanished after the sync ran last night. Hoping for a quick reply.",Critical,annoyed,1
TICK-00197,CUST-0080,2026-06-22 21:50,password_reset,Reset email not arriving,"Hi there, I have requested a new password four times and nothing comes through. No rush, whenever you get a chance.",Medium,calm,1
TICK-00198,CUST-0194,2026-06-11 16:50,slow_performance,The platform is very slow,"Following up on this, Pages take around thirty seconds to load. Hoping for a quick reply.",Medium,annoyed,2
TICK-00199,CUST-0161,2026-05-15 06:50,data_export_failure,Corrupted export file,"Hello again, The file downloads but will not open in Excel. Hoping for a quick reply.",High,annoyed,1
TICK-00200,CUST-0049,2026-03-18 09:50,api_failure,API timing out,This is unacceptable. Requests hang for thirty seconds and then fail. We are considering cancelling.,High,angry,1
TICK-00201,CUST-0009,2026-06-14 01:50,api_failure,API returning errors,We need this dealt with today. Our integration is getting 500 errors on most calls. Please escalate this immediately.,Critical,angry,1
TICK-00202,CUST-0064,2026-03-06 15:50,feature_request,Dark mode request,"Following up on this, Any chance of a dark theme, we work late most evenings. Please could someone look at this.",Low,annoyed,2
TICK-00203,CUST-0051,2026-04-26 06:50,billing_error,Charged the wrong amount,We need this dealt with today. The invoice does not match the plan we are on. Please escalate this immediately.,Low,angry,3
TICK-00204,CUST-0198,2026-04-15 16:50,payment_failure,Card declined for everyone,"Hello, Every transaction today has been rejected, including test cards. Thanks for your help.",Medium,calm,2
TICK-00205,CUST-0050,2026-05-06 10:50,security_incident,Possible breach,"Following up on this, Someone has changed our admin email address and it was not us. Hoping for a quick reply.",Critical,annoyed,1
TICK-00206,CUST-0076,2026-06-12 17:50,how_to_question,Where do I find my invoices,This is unacceptable. I have looked in settings and cannot see a billing history anywhere. We expect a reply today.,Low,angry,4
TICK-00207,CUST-0197,2026-07-23 06:50,integration_failure,Integration stopped syncing,"Hello, Nothing has come through from the connected tool since Tuesday. Many thanks.",High,calm,1
TICK-00208,CUST-0169,2026-08-10 13:50,slow_performance,Slow since the update,We need this dealt with today. Everything has been sluggish since the change you made last week. We are considering cancelling.,High,angry,4
TICK-00209,CUST-0015,2026-07-12 21:50,how_to_question,How do I do this,"Hello, I cannot work out where to change the account settings. Many thanks.",Medium,calm,1
TICK-00210,CUST-0143,2026-03-22 06:50,feature_request,Request for bulk actions,"Following up on this, Being able to select several rows at once would save us a lot of time. Hoping for a quick reply.",Low,annoyed,3
TICK-00211,CUST-0091,2026-04-26 15:50,password_reset,Reset email not arriving,We need this dealt with today. I have requested a new password four times and nothing comes through. Please escalate this immediately.,Low,angry,1
TICK-00212,CUST-0102,2026-05-31 07:50,system_outage,Total outage,"Hi, The site has been returning an error page for the last forty minutes. Hoping for a quick reply.",Critical,annoyed,3
TICK-00213,CUST-0040,2026-03-31 13:50,login_failure,Sign in loop,"Hello, It accepts my password then sends me straight back to the login screen. Many thanks.",Medium,calm,1
TICK-00214,CUST-0188,2026-03-25 20:50,how_to_question,Question about permissions,This is unacceptable. How do I give a colleague access without making them an admin. Please escalate this immediately.,Low,angry,4
TICK-00215,CUST-0082,2026-03-15 22:50,integration_failure,Duplicate records from sync,"Following up on this, The sync is creating three copies of every record. Hoping for a quick reply.",High,annoyed,2
TICK-00216,CUST-0013,2026-03-03 21:50,integration_failure,Duplicate records from sync,"Hello, The sync is creating three copies of every record. Thanks for your help.",Medium,calm,1
TICK-00217,CUST-0111,2026-06-11 00:50,api_failure,API timing out,"Hi there, Requests hang for thirty seconds and then fail. No rush, whenever you get a chance.",Critical,calm,2
TICK-00218,CUST-0060,2026-05-24 01:50,login_failure,Cannot sign in,"Following up on this, The login page rejects our details even after a reset. Please could someone look at this.",Medium,annoyed,2
TICK-00219,CUST-0190,2026-06-27 19:50,integration_failure,Connection keeps dropping,"Good morning, The integration disconnects on its own every few hours. Many thanks.",Medium,calm,1
TICK-00220,CUST-0014,2026-07-09 05:50,slow_performance,Slow since the update,"Good morning, Everything has been sluggish since the change you made last week. No rush, whenever you get a chance.",High,calm,2
TICK-00221,CUST-0153,2026-05-02 23:50,slow_performance,The platform is very slow,This is now the third time I am writing. Pages take around thirty seconds to load. We are considering cancelling.,High,angry,3
TICK-00222,CUST-0129,2026-05-30 01:50,account_lockout,Locked out of our account,"Good morning, We have been shut out and cannot get back in. No rush, whenever you get a chance.",Low,calm,1
TICK-00223,CUST-0110,2026-06-06 23:50,password_reset,Password reset needed,"Following up on this, The reset link never arrives in my inbox. Please could someone look at this.",Medium,annoyed,2
TICK-00224,CUST-0041,2026-04-28 06:50,api_failure,API returning errors,We need this dealt with today. Our integration is getting 500 errors on most calls. We are considering cancelling.,Critical,angry,1
TICK-00225,CUST-0157,2026-04-14 09:50,notification_failure,Not receiving emails,"Following up on this, Alert emails are not arriving in any of our inboxes. Please could someone look at this.",Medium,annoyed,1
TICK-00226,CUST-0036,2026-06-06 19:50,login_failure,Sign in loop,"Hello again, It accepts my password then sends me straight back to the login screen. Please could someone look at this.",Medium,annoyed,2
TICK-00227,CUST-0199,2026-02-16 18:50,compliance_request,Retention policy question,"Good morning, We need written confirmation of how long you keep our deleted records. Many thanks.",High,calm,1
TICK-00228,CUST-0189,2026-04-01 04:50,data_loss,Our records have disappeared,"Hello again, About three weeks of entries are missing from our workspace. Hoping for a quick reply.",High,annoyed,2
TICK-00229,CUST-0024,2026-04-02 20:50,dashboard_bug,Chart will not load,"Following up on this, One panel stays blank no matter how many times I refresh. Please could someone look at this.",Low,annoyed,2
TICK-00230,CUST-0083,2026-03-14 15:50,dashboard_bug,Dashboard display problem,"Hi, One of the charts is showing the wrong labels. Please could someone look at this.",Medium,annoyed,1
TICK-00231,CUST-0197,2026-07-28 12:50,login_failure,Cannot sign in,This is now the third time I am writing. The login page rejects our details even after a reset. We are considering cancelling.,Medium,angry,2
TICK-00232,CUST-0196,2026-06-02 00:50,account_lockout,Too many attempts message,This is unacceptable. We are stuck on a lockout screen and the timer never clears. We are considering cancelling.,High,angry,2
